"rental_id","first_name","last_name","rental_date"
3060,"Theodore","Culp","2005-06-20 13:47:20"
3158,"Terrance","Roush","2005-06-20 21:08:19"
3168,"Theodore","Culp","2005-06-20 21:46:01"
3186,"Nathan","Runyon","2005-06-20 23:04:20"
3213,"Christian","Jung","2005-06-21 01:05:19"
3216,"Christian","Jung","2005-06-21 01:19:37"
3255,"Maurice","Crawley","2005-06-21 03:39:52"
3258,"Heidi","Larson","2005-06-21 03:53:58"
3261,"Erica","Matthews","2005-06-21 04:07:41"
3275,"Harry","Arce","2005-06-21 05:33:04"
3306,"Nathan","Runyon","2005-06-21 07:46:58"
3348,"Sandra","Martin","2005-06-21 11:16:42"
3352,"Ben","Easter","2005-06-21 11:26:29"
3451,"Jimmie","Eggleston","2005-06-21 21:10:39"
3465,"Ben","Easter","2005-06-21 22:10:01"
3493,"Erica","Matthews","2005-07-05 23:46:19"
3548,"Sandra","Martin","2005-07-06 02:23:39"
3560,"Terrance","Roush","2005-07-06 02:51:37"
3608,"Harry","Arce","2005-07-06 05:35:39"
3640,"Penny","Neal","2005-07-06 07:12:26"
3650,"Maurice","Crawley","2005-07-06 07:34:15"
3731,"Jimmie","Eggleston","2005-07-06 11:33:36"
3735,"Christian","Jung","2005-07-06 11:42:04"
3744,"Ben","Easter","2005-07-06 12:10:02"
3822,"Heidi","Larson","2005-07-06 15:41:15"
3954,"Jimmie","Eggleston","2005-07-06 21:57:44"
3973,"Terrance","Roush","2005-07-06 22:58:31"
3982,"Judith","Cox","2005-07-06 23:14:16"
3990,"Jimmie","Eggleston","2005-07-06 23:32:44"
4014,"Ben","Easter","2005-07-07 00:58:54"
4021,"Kenneth","Gooden","2005-07-07 01:46:44"
4066,"Harry","Arce","2005-07-07 04:34:09"
4129,"Terrance","Roush","2005-07-07 07:37:03"
4145,"Terrance","Roush","2005-07-07 08:26:39"
4192,"Jimmie","Eggleston","2005-07-07 10:57:06"
4219,"Sandra","Martin","2005-07-07 12:11:22"
4263,"Sandra","Martin","2005-07-07 14:24:44"
4264,"Nathan","Runyon","2005-07-07 14:25:28"
4288,"Judith","Cox","2005-07-07 15:38:25"
4341,"Sheila","Wells","2005-07-07 18:44:23"
4358,"Theodore","Culp","2005-07-07 19:27:04"
4460,"Terrance","Roush","2005-07-07 23:50:14"
4517,"Sandra","Martin","2005-07-08 02:45:19"
4518,"Terrance","Roush","2005-07-08 02:48:36"
4545,"Penny","Neal","2005-07-08 04:17:47"
4584,"Harry","Arce","2005-07-08 06:11:02"
4687,"Erica","Matthews","2005-07-08 10:54:19"
4690,"Judith","Cox","2005-07-08 11:04:02"
4709,"Sheila","Wells","2005-07-08 12:04:34"
4731,"Heidi","Larson","2005-07-08 13:08:18"
4768,"Maurice","Crawley","2005-07-08 15:28:20"
4819,"Judith","Cox","2005-07-08 17:19:15"
4913,"Harry","Arce","2005-07-08 21:27:48"
4932,"Jimmie","Eggleston","2005-07-08 22:17:40"
4971,"Judith","Cox","2005-07-08 23:54:49"
4992,"Kenneth","Gooden","2005-07-09 00:49:37"
4998,"Christian","Jung","2005-07-09 01:07:21"
5017,"Heidi","Larson","2005-07-09 02:00:16"
5066,"Erica","Matthews","2005-07-09 04:48:50"
5098,"Nathan","Runyon","2005-07-09 06:13:54"
5114,"Judith","Cox","2005-07-09 07:07:05"
5126,"Kenneth","Gooden","2005-07-09 07:25:35"
5211,"Heidi","Larson","2005-07-09 11:26:50"
5263,"Nathan","Runyon","2005-07-09 14:10:36"
5279,"Judith","Cox","2005-07-09 14:46:36"
5334,"Maurice","Crawley","2005-07-09 17:00:13"
5375,"Jimmie","Eggleston","2005-07-09 18:52:55"
5393,"Theodore","Culp","2005-07-09 19:35:12"
5409,"Theodore","Culp","2005-07-09 20:17:19"
5432,"Judith","Cox","2005-07-09 21:21:25"
5438,"Heidi","Larson","2005-07-09 21:34:32"
5466,"Maurice","Crawley","2005-07-09 23:03:21"
5492,"Jimmie","Eggleston","2005-07-10 00:11:09"
5525,"Heidi","Larson","2005-07-10 02:03:08"
5566,"Sheila","Wells","2005-07-10 03:30:17"
5766,"Nathan","Runyon","2005-07-10 13:07:31"
5810,"Maurice","Crawley","2005-07-10 15:22:04"
5851,"Ben","Easter","2005-07-10 17:40:47"
5878,"Penny","Neal","2005-07-10 19:09:57"
5880,"Maurice","Crawley","2005-07-10 19:14:58"
5922,"Penny","Neal","2005-07-10 21:36:53"
5981,"Heidi","Larson","2005-07-11 00:19:04"
6024,"Penny","Neal","2005-07-11 02:16:47"
6090,"Heidi","Larson","2005-07-11 05:47:08"
6100,"Sandra","Martin","2005-07-11 06:40:31"
6124,"Harry","Arce","2005-07-11 08:02:32"
6143,"Erica","Matthews","2005-07-11 09:02:37"
6154,"Harry","Arce","2005-07-11 09:32:19"
6245,"Heidi","Larson","2005-07-11 14:56:57"
6278,"Jimmie","Eggleston","2005-07-11 16:20:02"
6355,"Maurice","Crawley","2005-07-11 20:56:29"
6372,"Judith","Cox","2005-07-11 21:35:06"
6411,"Sheila","Wells","2005-07-11 23:10:50"
6439,"Nathan","Runyon","2005-07-12 00:23:48"
6447,"Maurice","Crawley","2005-07-12 00:45:17"
6453,"Erica","Matthews","2005-07-12 00:59:53"
6454,"Theodore","Culp","2005-07-12 01:00:12"
6457,"Judith","Cox","2005-07-12 01:06:35"
6479,"Jimmie","Eggleston","2005-07-12 01:49:00"
6488,"Erica","Matthews","2005-07-12 02:20:09"
6510,"Theodore","Culp","2005-07-12 03:35:39"
6531,"Ben","Easter","2005-07-12 04:35:24"
6535,"Theodore","Culp","2005-07-12 04:43:43"
6661,"Kenneth","Gooden","2005-07-12 11:20:39"
6681,"Harry","Arce","2005-07-12 12:04:12"
6698,"Judith","Cox","2005-07-12 12:45:00"
6734,"Theodore","Culp","2005-07-12 14:04:24"
6742,"Jimmie","Eggleston","2005-07-12 14:25:31"
6744,"Judith","Cox","2005-07-12 14:30:28"
6757,"Jimmie","Eggleston","2005-07-12 15:09:48"
6844,"Maurice","Crawley","2005-07-12 19:14:53"
6894,"Kenneth","Gooden","2005-07-12 21:20:50"
6937,"Terrance","Roush","2005-07-26 23:15:50"
7005,"Theodore","Culp","2005-07-27 01:38:36"
7045,"Judith","Cox","2005-07-27 03:27:35"
7082,"Judith","Cox","2005-07-27 04:27:32"
7089,"Theodore","Culp","2005-07-27 04:43:42"
7109,"Nathan","Runyon","2005-07-27 05:28:57"
7113,"Christian","Jung","2005-07-27 05:41:20"
7171,"Nathan","Runyon","2005-07-27 07:58:35"
7173,"Terrance","Roush","2005-07-27 07:59:24"
7187,"Erica","Matthews","2005-07-27 08:27:58"
7259,"Nathan","Runyon","2005-07-27 11:06:00"
7278,"Terrance","Roush","2005-07-27 11:50:34"
7320,"Heidi","Larson","2005-07-27 13:33:35"
7364,"Terrance","Roush","2005-07-27 14:58:40"
7424,"Jimmie","Eggleston","2005-07-27 17:14:19"
7434,"Heidi","Larson","2005-07-27 17:34:40"
7457,"Ben","Easter","2005-07-27 18:35:17"
7476,"Judith","Cox","2005-07-27 19:08:56"
7489,"Sandra","Martin","2005-07-27 19:39:38"
7519,"Sheila","Wells","2005-07-27 21:01:41"
7552,"Sandra","Martin","2005-07-27 22:03:41"
7571,"Harry","Arce","2005-07-27 22:43:42"
7576,"Theodore","Culp","2005-07-27 22:54:35"
7597,"Erica","Matthews","2005-07-27 23:35:49"
7604,"Nathan","Runyon","2005-07-27 23:54:52"
7618,"Penny","Neal","2005-07-28 00:24:14"
7662,"Christian","Jung","2005-07-28 02:16:08"
7678,"Ben","Easter","2005-07-28 02:58:16"
7700,"Sheila","Wells","2005-07-28 03:54:14"
7794,"Ben","Easter","2005-07-28 07:28:03"
7840,"Maurice","Crawley","2005-07-28 09:03:02"
7860,"Heidi","Larson","2005-07-28 09:58:02"
8045,"Harry","Arce","2005-07-28 16:49:38"
8080,"Nathan","Runyon","2005-07-28 18:05:06"
8226,"Harry","Arce","2005-07-29 00:01:04"
8284,"Theodore","Culp","2005-07-29 01:56:40"
8295,"Nathan","Runyon","2005-07-29 02:42:14"
8309,"Theodore","Culp","2005-07-29 03:22:20"
8416,"Kenneth","Gooden","2005-07-29 06:52:54"
8452,"Sandra","Martin","2005-07-29 07:45:00"
8523,"Jimmie","Eggleston","2005-07-29 10:18:27"
8524,"Sheila","Wells","2005-07-29 10:20:07"
8558,"Erica","Matthews","2005-07-29 11:24:49"
8584,"Maurice","Crawley","2005-07-29 12:07:53"
8592,"Penny","Neal","2005-07-29 12:33:58"
8602,"Judith","Cox","2005-07-29 13:04:27"
8630,"Nathan","Runyon","2005-07-29 14:07:59"
8633,"Christian","Jung","2005-07-29 14:19:53"
8670,"Theodore","Culp","2005-07-29 15:49:03"
8677,"Kenneth","Gooden","2005-07-29 16:01:13"
8691,"Theodore","Culp","2005-07-29 16:41:23"
8730,"Terrance","Roush","2005-07-29 18:23:34"
8763,"Ben","Easter","2005-07-29 19:38:24"
8773,"Terrance","Roush","2005-07-29 19:55:34"
8858,"Jimmie","Eggleston","2005-07-29 23:44:35"
8889,"Jimmie","Eggleston","2005-07-30 00:39:43"
8903,"Nathan","Runyon","2005-07-30 01:08:06"
8922,"Theodore","Culp","2005-07-30 02:08:25"
8923,"Theodore","Culp","2005-07-30 02:08:49"
8926,"Ben","Easter","2005-07-30 02:10:31"
8962,"Nathan","Runyon","2005-07-30 03:43:45"
9116,"Theodore","Culp","2005-07-30 09:19:41"
9158,"Sandra","Martin","2005-07-30 11:12:03"
9203,"Erica","Matthews","2005-07-30 12:43:40"
9224,"Nathan","Runyon","2005-07-30 13:25:37"
9268,"Terrance","Roush","2005-07-30 15:02:30"
9291,"Nathan","Runyon","2005-07-30 16:03:39"
9400,"Harry","Arce","2005-07-30 20:15:58"
9437,"Terrance","Roush","2005-07-30 21:36:04"
9456,"Christian","Jung","2005-07-30 22:22:16"
9464,"Christian","Jung","2005-07-30 22:31:31"
9487,"Nathan","Runyon","2005-07-30 23:40:22"
9500,"Heidi","Larson","2005-07-30 23:58:36"
9528,"Heidi","Larson","2005-07-31 01:05:04"
9610,"Sandra","Martin","2005-07-31 03:54:05"
9660,"Nathan","Runyon","2005-07-31 06:03:17"
9666,"Terrance","Roush","2005-07-31 06:20:58"
9735,"Kenneth","Gooden","2005-07-31 08:57:49"
9821,"Penny","Neal","2005-07-31 11:47:54"
9832,"Judith","Cox","2005-07-31 12:01:49"
9833,"Harry","Arce","2005-07-31 12:05:01"
9874,"Maurice","Crawley","2005-07-31 13:32:31"
9880,"Judith","Cox","2005-07-31 13:49:02"
9924,"Judith","Cox","2005-07-31 15:04:57"
9944,"Heidi","Larson","2005-07-31 15:44:43"
9986,"Sheila","Wells","2005-07-31 17:16:50"
10131,"Ben","Easter","2005-07-31 21:45:28"
10143,"Penny","Neal","2005-07-31 22:11:43"
10185,"Judith","Cox","2005-08-01 00:12:11"
10265,"Ben","Easter","2005-08-01 03:05:04"
10310,"Penny","Neal","2005-08-01 04:24:47"
10383,"Terrance","Roush","2005-08-01 06:37:16"
10447,"Heidi","Larson","2005-08-01 09:04:58"
10465,"Christian","Jung","2005-08-01 09:45:25"
10599,"Penny","Neal","2005-08-01 14:23:58"
10632,"Nathan","Runyon","2005-08-01 15:36:56"
10634,"Terrance","Roush","2005-08-01 15:37:48"
10652,"Heidi","Larson","2005-08-01 16:24:08"
10687,"Sandra","Martin","2005-08-01 17:53:02"
10707,"Jimmie","Eggleston","2005-08-01 18:41:34"
10714,"Judith","Cox","2005-08-01 18:51:29"
10725,"Christian","Jung","2005-08-01 19:11:04"
10727,"Sandra","Martin","2005-08-01 19:15:08"
10730,"Harry","Arce","2005-08-01 19:21:42"
10796,"Christian","Jung","2005-08-01 21:56:41"
10824,"Maurice","Crawley","2005-08-01 23:00:22"
10839,"Maurice","Crawley","2005-08-01 23:37:39"
10848,"Harry","Arce","2005-08-01 23:50:22"
10889,"Judith","Cox","2005-08-02 00:54:33"
11051,"Theodore","Culp","2005-08-02 06:23:39"
11180,"Christian","Jung","2005-08-02 10:54:30"
11254,"Kenneth","Gooden","2005-08-02 13:43:49"
11268,"Jimmie","Eggleston","2005-08-02 14:10:39"
11308,"Sandra","Martin","2005-08-02 15:50:44"
11410,"Terrance","Roush","2005-08-02 19:29:01"
11423,"Heidi","Larson","2005-08-02 19:57:13"
11431,"Penny","Neal","2005-08-02 20:05:16"
11493,"Sheila","Wells","2005-08-02 22:47:00"
11498,"Maurice","Crawley","2005-08-16 22:52:54"
11567,"Jimmie","Eggleston","2005-08-17 01:28:43"
11603,"Nathan","Runyon","2005-08-17 03:22:10"
11687,"Erica","Matthews","2005-08-17 06:39:59"
11844,"Harry","Arce","2005-08-17 13:16:04"
11898,"Erica","Matthews","2005-08-17 15:24:12"
11996,"Ben","Easter","2005-08-17 18:34:37"
12040,"Jimmie","Eggleston","2005-08-17 20:29:56"
12043,"Terrance","Roush","2005-08-17 20:38:21"
12104,"Sandra","Martin","2005-08-17 22:53:00"
12155,"Kenneth","Gooden","2005-08-18 00:24:30"
12194,"Jimmie","Eggleston","2005-08-18 02:04:47"
12219,"Penny","Neal","2005-08-18 02:49:54"
12253,"Theodore","Culp","2005-08-18 04:00:50"
12305,"Christian","Jung","2005-08-18 05:46:29"
12317,"Ben","Easter","2005-08-18 06:17:06"
12319,"Harry","Arce","2005-08-18 06:26:45"
12358,"Sandra","Martin","2005-08-18 07:41:43"
12406,"Ben","Easter","2005-08-18 09:38:02"
12409,"Judith","Cox","2005-08-18 09:43:58"
12418,"Heidi","Larson","2005-08-18 09:59:36"
12480,"Theodore","Culp","2005-08-18 12:26:43"
12505,"Nathan","Runyon","2005-08-18 13:17:30"
12577,"Sandra","Martin","2005-08-18 15:39:46"
12619,"Terrance","Roush","2005-08-18 17:24:15"
12691,"Christian","Jung","2005-08-18 20:07:46"
12796,"Harry","Arce","2005-08-19 00:22:24"
12798,"Christian","Jung","2005-08-19 00:24:33"
12835,"Sheila","Wells","2005-08-19 01:47:45"
12956,"Heidi","Larson","2005-08-19 06:06:26"
12976,"Terrance","Roush","2005-08-19 06:52:58"
13077,"Heidi","Larson","2005-08-19 10:15:19"
13151,"Sandra","Martin","2005-08-19 13:08:23"
13157,"Terrance","Roush","2005-08-19 13:12:28"
13174,"Maurice","Crawley","2005-08-19 13:52:50"
13189,"Harry","Arce","2005-08-19 14:27:16"
13198,"Erica","Matthews","2005-08-19 14:47:18"
13237,"Erica","Matthews","2005-08-19 16:18:36"
13280,"Harry","Arce","2005-08-19 18:02:51"
13294,"Christian","Jung","2005-08-19 18:36:35"
13333,"Judith","Cox","2006-02-14 15:16:03"
13378,"Harry","Arce","2005-08-19 21:33:35"
13391,"Sandra","Martin","2005-08-19 22:01:42"
13480,"Sandra","Martin","2005-08-20 01:10:27"
13566,"Jimmie","Eggleston","2005-08-20 04:45:32"
13662,"Terrance","Roush","2005-08-20 08:11:58"
13773,"Judith","Cox","2005-08-20 11:50:14"
13781,"Harry","Arce","2005-08-20 12:06:45"
13963,"Harry","Arce","2005-08-20 18:20:18"
13971,"Judith","Cox","2005-08-20 18:44:53"
14106,"Kenneth","Gooden","2005-08-21 00:46:01"
14162,"Kenneth","Gooden","2005-08-21 02:55:34"
14167,"Judith","Cox","2005-08-21 02:59:48"
14205,"Nathan","Runyon","2005-08-21 03:57:15"
14234,"Penny","Neal","2005-08-21 05:07:12"
14235,"Jimmie","Eggleston","2005-08-21 05:08:42"
14269,"Heidi","Larson","2005-08-21 06:22:07"
14286,"Jimmie","Eggleston","2005-08-21 06:53:53"
14316,"Judith","Cox","2005-08-21 07:59:47"
14355,"Penny","Neal","2005-08-21 09:08:29"
14383,"Maurice","Crawley","2005-08-21 10:02:05"
14393,"Harry","Arce","2005-08-21 10:22:51"
14421,"Nathan","Runyon","2005-08-21 11:20:21"
14426,"Kenneth","Gooden","2006-02-14 15:16:03"
14435,"Erica","Matthews","2005-08-21 11:44:37"
14485,"Heidi","Larson","2005-08-21 13:52:07"
14511,"Sandra","Martin","2005-08-21 14:45:34"
14526,"Christian","Jung","2006-02-14 15:16:03"
14601,"Nathan","Runyon","2005-08-21 17:45:52"
14606,"Terrance","Roush","2006-02-14 15:16:03"
14732,"Maurice","Crawley","2005-08-21 22:22:29"
14737,"Sheila","Wells","2005-08-21 22:27:11"
14805,"Erica","Matthews","2005-08-22 00:52:01"
14816,"Christian","Jung","2005-08-22 01:15:51"
14891,"Maurice","Crawley","2005-08-22 04:11:02"
14936,"Heidi","Larson","2005-08-22 05:51:26"
14995,"Maurice","Crawley","2005-08-22 07:52:31"
15065,"Ben","Easter","2005-08-22 10:46:44"
15137,"Heidi","Larson","2005-08-22 13:20:28"
15244,"Penny","Neal","2005-08-22 17:48:42"
15266,"Sheila","Wells","2005-08-22 18:37:24"
15353,"Harry","Arce","2005-08-22 21:18:08"
15391,"Maurice","Crawley","2005-08-22 23:01:45"
15429,"Heidi","Larson","2005-08-23 00:20:31"
15437,"Harry","Arce","2005-08-23 00:31:09"
15504,"Kenneth","Gooden","2005-08-23 02:45:21"
15534,"Erica","Matthews","2005-08-23 03:55:54"
15680,"Erica","Matthews","2005-08-23 09:33:22"
15767,"Heidi","Larson","2005-08-23 13:14:15"
15808,"Theodore","Culp","2005-08-23 14:38:37"
15849,"Maurice","Crawley","2005-08-23 15:41:20"
15865,"Maurice","Crawley","2005-08-23 16:18:25"
15879,"Maurice","Crawley","2005-08-23 16:42:53"
15951,"Theodore","Culp","2005-08-23 19:10:32"
16023,"Sheila","Wells","2005-08-23 21:45:02"
